country,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30
Jamaica,-0.856617638,-3.9796348808,-2.8035930016,-2.6307948346,0.3451310037,1.8349269663,-1.813839843,-0.7488846303,1.0045420948,-0.0270019353,2.0550320382,-0.586409891,-0.3742367432,-4.1544446811,-0.3845336107,0.3785716501,-0.776657969,2.3655121752,2.5008543328,1.9361034654,-0.9221143103,-1.0980688887,0.0795779182,0.6724085955,-1.0405769828,-0.546301136,-1.016727262,1.2963251465,0.5496600385,0.6447064516
Jordan,1.5557846627,2.7813088595,-2.8909323946,0.8886715977,-0.0184809396,1.6711801637,-2.0138228927,1.3182530141,4.0104207075,-0.4633476265,-0.2476764454,0.9962734124,0.0881729851,0.1319533584,0.6413716612,-1.06315933,0.1425496126,-0.3050048182,-0.3277471672,0.3856995785,0.0721906888,-1.3413374828,0.277890775,1.069839289,-0.1939295509,0.0342279011,-0.2209171372,-0.1306221879,-0.0325176175,1.2971406001
Kazakhstan,-0.373482798,5.3530350782,-2.0526282876,0.7047719993,-0.3647778512,1.0477392443,2.3279184128,-2.2159643875,-0.7770790842,1.3171017954,-0.4049023497,0.2728076047,0.6834346339,0.7854918956,-0.2656831849,1.5771869783,0.3429403464,0.8117966135,1.0102162076,0.5586655967,-0.3329421783,0.1037370805,-0.0459930153,-0.3597625751,0.4724348079,-0.3768962235,-0.5650829619,-0.0377761017,0.2530780852,0.3438075491
Kenya,2.5781141778,-0.336730244,-0.3287030909,0.6219949953,0.4462220514,-1.5429751028,-0.958596329,1.1279329791,0.8848326296,0.8337120637,-1.0319999297,0.2316321461,1.3624496531,0.6256911913,0.1823624565,-0.0647904911,1.0485318184,-0.7244104739,1.0251742342,0.5962946714,0.2112110679,0.7546274872,-0.3402752217,1.2374257917,-0.0609328553,-0.6030014116,-0.3394833658,1.1094775183,1.1455530344,-1.4799096836
Kyrgyzstan,1.3858587425,-1.6630691626,-1.2617605919,-1.0460354797,1.2349593023,-0.4384477657,0.8955255076,-1.77752603,-0.0769216364,0.120305217,-0.7507601027,1.2322755876,-0.038159834,-0.0347818869,0.646331099,1.283117086,0.1281691264,-0.1173307749,-0.0982244586,0.0040286703,-0.4893438179,0.2188929206,-0.7926287839,-0.1317252178,-0.5031720405,-0.9739941205,0.1570736184,-0.490532813,0.6319731241,1.6086117768
Laos,5.9790895542,0.8688287782,-0.8811343591,0.8665751602,1.2042661835,-2.3363046424,1.4032281249,-1.3891029487,-3.2790517432,0.7167488402,0.5873625951,2.1935292832,-0.9913961411,1.4070309196,-0.265973148,-1.7728062994,-1.7680551993,0.565128501,-0.2379884768,-0.5958444253,0.9301250567,0.2963767729,-0.0488601215,0.3971986842,0.2219324195,0.1748691112,0.5025469047,0.221332826,-0.6466622688,-1.0914113658
Lebanon,1.439198187,1.8233532967,-3.9490222252,-1.7682576811,-0.9155886815,0.8751181764,-0.5160815117,1.8175899643,0.694068555,1.3661961306,0.4387007996,-0.39161007,-0.5216832275,-1.0679837949,-0.6867277004,-0.9167951476,0.425221099,0.7676144362,0.0979099099,-0.6032538458,1.5533236456,-0.6753131668,-0.5060160746,0.1140342307,0.9878880316,-0.4497781707,-1.6087993653,-1.2070555973,0.6216459754,0.5176415498
Lesotho,3.4988323473,-2.5723090302,-0.9430393706,-1.7056835132,0.9818531785,-2.4713101358,-0.9606702627,1.1550398031,-0.7403275678,-1.0888474066,-1.0306178742,0.792910052,-0.6428705246,1.5764499976,0.2310774164,1.5740317448,-0.0154647345,-0.2711719142,0.8401924601,-0.1086855611,0.345106695,-0.9679726179,-0.091528661,0.1380387765,0.5744929115,0.7962222107,-1.0636890561,-0.1146319548,0.0195441052,0.0638759677
Liberia,6.1620342361,-5.4398062454,1.4261701995,-0.4471427018,2.2254670697,-0.4072115403,-0.5439538077,0.7961516367,0.0473786057,0.789252043,1.5245249532,0.0942495425,0.097153872,0.1451231763,0.2759333697,-0.8253802057,0.7228043886,-0.9649546675,-1.0823908588,0.9985323676,-0.0721584989,-0.3877380039,0.2214327881,0.8738239533,-0.066429485,0.1708100153,-0.308814766,1.4085421529,-0.2387637544,-0.4732430242
Libya,3.3159030801,0.8737578322,1.1962039835,-2.0342516298,-1.2019434124,-3.6371360509,-0.1984721435,-3.7358172473,1.9686902948,0.2415853995,-0.6995355914,-1.2329251783,3.1317977916,-2.5171248269,3.953067456,0.747263264,-1.8593859854,2.857948625,-1.9006907344,2.2130323944,1.6700117937,1.7400784399,0.427467896,-0.0934157966,1.095339507,0.5836647854,1.6356584839,-3.0281138092,0.4205135304,-0.5042710292
Madagascar,7.4718998575,-5.0821130239,2.4626800392,1.3835811131,-0.0488287509,-3.1571224188,-0.114109277,0.2405526486,-1.8860080683,-0.6820921518,-0.0550448983,0.0520074213,0.3601456804,0.4233350012,0.9735090331,-0.7579534657,-0.1203420768,-0.5985775956,-0.0803030475,0.4676557948,-0.833124378,-0.353414542,-1.3030858587,0.2395635079,-1.0336711224,-0.7027595189,-0.0311478191,0.2584152621,0.8986722165,0.5881288829
Malawi,7.4542697218,-4.4464889708,1.4065683369,-1.0974679579,2.1849820331,0.2565292472,-0.9993967054,0.7409606845,-1.4858670586,-0.5902148024,0.2686963793,-0.0925787357,0.1373057585,0.4363969783,0.1330468311,-0.4972784159,1.2219885177,0.5664425667,-0.1367749807,0.9586506628,0.0301477371,0.9442766453,0.389086182,1.0960228646,-0.2640819112,0.0041087717,-1.0623576793,1.126853024,0.2871109248,-0.0654751084
Malaysia,-3.5056562875,2.8006845282,1.3438880537,3.753652793,-1.1787212843,-0.6342389944,-1.4339540237,0.033115486,0.8817340539,-1.3199328895,0.6915806178,-1.2100100777,0.555440549,0.1302406749,-0.2176412226,1.4539190701,-0.2087185236,0.0023926073,-0.1777041455,0.5911301238,-0.1549428126,0.7916402521,0.1880227876,-0.6282197886,-1.2244883629,0.4526790501,-0.4984466056,0.9284059805,0.4268288357,1.1251924806
Mali,7.493433908,-1.0061687815,0.6946109598,0.9578053361,1.0604337397,1.3408596806,-0.5189615488,-0.3667738313,1.8605760038,0.2538888263,0.8756480146,-0.5228751319,1.1174271709,-0.4466339598,0.7072530688,0.4214748853,-0.1068130173,-2.0287736427,-0.8633060978,-0.8012359002,-0.7345530399,-0.4590257549,-0.1969039771,-0.5704041844,0.1847693227,-0.9822329905,-0.5270963312,0.1077455879,-0.2991007552,-0.5797329573
Mauritius,-2.8747694797,-0.1500403737,-0.7529657127,1.7542109929,0.2927260308,1.1445355447,0.3335656889,-1.4540030789,2.6052782847,0.1725272504,-1.1072749097,-2.22690089,-0.2738800731,2.0500856872,0.3877016584,-0.258574991,-0.7149653029,-0.1439678112,0.1464775268,-0.8314458199,0.141089497,0.1726654715,-0.6082857593,-1.0859242106,0.1250226559,0.7392609091,0.719023852,1.758856784,0.4428444663,-0.5253107687
Mexico,-0.924376624,-2.995015449,-0.222560182,0.6437202965,-2.8385232837,-2.1244304252,-0.4409877892,2.3534779818,-1.2446365561,-0.5795698755,0.9616564031,0.1125803373,0.7815185563,-0.3163218728,-0.9894757146,0.6699763249,-0.1259954437,1.818167849,-0.2945143073,-0.8237284727,-0.1807821429,0.1245490313,-0.105722691,-0.1265836597,-0.4430230123,0.2185935116,0.3035540789,-0.1192114866,-0.756821863,-0.7453022439
Mongolia,-1.6916437844,0.3595230354,-1.0075289141,-1.1022785767,3.8495537607,0.5937747294,1.4687140929,-1.9249334842,-0.0311922016,0.5216155085,-1.8839162793,0.5151972579,-0.230125218,-0.5033904622,-1.3018238293,1.247851286,0.076832003,0.9809131934,0.9521923089,-0.0175704151,-1.7125860912,0.6153617513,1.4182574856,-0.9167862519,-0.9448266891,-0.8197186511,-0.5312428905,-0.7485930028,1.2842997698,-1.5154849359
Morocco,2.3419762861,0.6745905867,-3.4084997523,0.5806834794,-3.1314304821,1.8715440187,0.9284595002,3.0203732426,-0.0916387329,2.1096613959,3.1998004687,-0.3589174032,-0.0723352704,-1.7574083066,-1.2387562143,0.0799041404,-1.383786177,-0.5087558043,-1.0603707473,0.0451711154,-0.4147415195,-0.3841955045,-0.2968129145,-1.1276706544,0.028241549,0.3822908911,-0.0383734361,-0.1548395972,0.4827682654,-0.2833853921
