country,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30
Sierra Leone,6.0252026341,-4.0507935337,4.5510036356,1.4509879342,-0.2821613961,0.8132001922,1.1359205204,-0.7970468605,-0.460900162,1.5741505465,1.558282153,1.9148459221,-2.4912030008,-1.379138923,0.1575765442,1.4008186796,0.6631517087,-2.8557386949,-1.3188378592,1.1184997818,-0.6593991345,-0.9674675237,-0.5196475524,-0.203872107,0.0521304164,0.2002818767,1.2662241644,-0.4204570011,-0.2942755067,0.9690513928
Somalia,3.8689248777,1.4000305063,0.4176063529,-8.9669799212,2.3510418571,-2.0715134503,-0.2905081628,-1.1567468253,-1.1058976039,-1.4891836701,1.0812828393,0.5058792827,2.9777737175,0.6216867679,-3.9187143256,-1.0910463714,-2.6615360455,-2.0127563771,-0.9533021253,-1.4125416736,0.4815228353,1.6853700325,-0.6197533817,-1.2415802571,-0.7530457978,0.3947477471,-1.7657546969,-0.662527595,-0.5572860042,1.0950254143
South Africa,-1.9684293071,-1.4028728642,-0.1467571465,1.6668840761,0.4789719145,-1.3590770022,-0.5176621227,-0.8602864659,1.5484373789,-0.8169530122,-0.6098991609,-0.366118909,0.5639695166,0.8091885873,0.132126427,1.2207018551,-0.137570901,-0.4310758827,0.1084572548,0.1807874236,-0.3006665373,0.6164449924,0.5214934653,-0.1053095888,0.1421746382,0.4994619002,-0.0572719984,0.167130265,-0.9154204018,0.2301615638
South Sudan,4.9064805434,2.5605283371,2.3388543962,-6.1992642073,-2.3072241109,-3.9965717037,-6.0484989774,0.6083348228,-1.3811281291,5.8393273961,1.4317954316,-0.8856518316,-0.4200495454,1.1750102008,-0.7021434658,-0.9571620992,-1.1867464766,0.5318906993,1.5575873043,-2.7491011126,-1.6826613969,0.0068583486,0.1381853863,1.6715893843,-0.7049730046,0.591235705,1.4811646354,0.8014328091,0.73119029,0.8317619808
Sri Lanka,0.2686628526,0.2926277363,-0.4001130935,1.7633350456,1.8557852752,-0.2524726899,-0.1575299576,-1.0851799519,1.4025223109,0.5003339884,-0.3554019637,0.7123352485,0.1185646662,1.1863748029,-1.1888769146,-0.0483010796,0.6136926563,-0.6969154304,-0.8457727931,-0.4238461972,-0.3389277773,1.5279272988,0.449310348,0.7357006095,0.3255196878,0.7288049637,-0.7155864172,-0.8627158341,0.2659909388,-0.8005835833
Sudan,7.8001943597,3.8873775755,1.8928310703,-0.0665668143,-4.1073633988,-0.0418214888,-1.0231615561,-0.1101605335,0.2818213006,-3.1114924103,-0.2333715718,1.2474525788,-2.4641885618,-0.1973591311,-0.2964130313,2.2230978562,-0.3924103729,0.1940908825,-1.2654956577,2.9608690513,-1.3555744032,-0.3088703029,0.6638948586,0.5942955079,0.4794501805,-0.3788308253,1.0747197666,0.7027887836,0.6195277332,-1.1603510576
Tajikistan,5.5887406916,3.6729204213,0.0167119543,1.706076956,1.8220021045,-2.0954899337,-3.8613035898,-2.4322129673,-0.0897421709,1.5338428853,-1.5053700643,-2.3813852365,1.4657064704,-0.3646360585,0.0214223386,2.1957995228,-0.3010327489,1.8952745188,-0.0526505428,0.5938341581,-1.8731248223,-1.5496995297,-1.0101056595,-0.1090870333,0.8440449577,-0.2700632582,-0.2908431519,0.240012354,-1.0748741321,0.4118546398
United Republic of Tanzania,6.4486492523,-1.3347009649,-0.2251929178,0.6224263261,1.5793323313,-0.7095610288,-0.0123781011,1.3369857117,0.2182401908,0.7993357498,-1.4934379148,-0.016481981,0.1488565853,2.2513721454,0.2879257091,0.2269877463,1.2817241386,-1.0300700133,0.6308294123,0.1967028088,-1.4551402514,-0.1904155284,-0.0590266434,1.030409958,0.4799839224,0.4263382366,0.6509251741,-0.008708109,1.2540851621,-0.5405640383
Thailand,-1.165835233,4.3494821767,-1.2870329668,1.2433288495,2.0724936628,-1.2532808222,-0.2285899836,-2.6377413196,-0.8511276309,-1.8220216057,1.1281535773,0.0470086845,-1.0394353373,-0.5592416685,-0.4113744545,0.6256502879,-1.6560236942,-0.4479473072,0.6689637728,0.1660959884,-0.1385947599,1.848930295,0.8728105483,1.0748024631,0.3676501075,0.1309834737,-0.3670057717,0.6417570332,0.5163257394,-0.5951363087
East Timor,4.0959870236,-2.788781738,-0.4483160164,-1.724567652,3.7444251699,-2.3515043299,1.1363111827,-1.6558870806,1.7859872153,-1.8450296279,-1.6781481079,0.4978207761,-3.204479991,0.521106547,-0.8938477532,1.0461581196,-2.2192748288,-0.0642855197,-0.8036763654,0.4639109337,-0.2334108853,-2.414010453,0.1139514814,-1.9919490847,2.3289171303,-0.7284988292,0.1315840898,0.1288941091,0.1615071009,1.2654836371
Togo,4.4442343594,1.1134506084,5.4740700615,0.3790808466,0.529381919,1.9152167896,-2.0341018421,-0.2050336735,1.9377781725,0.8818839922,0.0015844791,1.6157978874,0.207110555,-0.1678899024,0.0948498413,1.7686837656,-0.7468327988,0.4824981063,1.2664231028,-0.6606256011,0.6397158183,0.1208730019,0.8653066187,0.3448880371,-0.7288085009,0.9732900017,0.2392593996,0.637133519,-0.8467455454,1.810313623
Trinidad and Tobago,-3.2784560229,-2.1411122577,-1.1734996541,-1.3625906722,1.2802509347,-0.5843331475,-0.4602186208,-2.0431238311,0.5161196986,-0.3363389476,-0.1864930183,-0.9410871318,1.0996885949,-1.6025696048,1.8716367374,0.2801303956,-0.6482280629,0.3410776655,-0.1826480522,-2.0299233507,1.2339126339,-0.7721285578,-1.2297442326,-0.2886527359,0.1857499659,-0.9268575986,-0.7531550481,0.5583210132,0.2128909877,-0.7789546492
Tunisia,0.9999673885,-2.6748039072,-2.1367816921,1.1745734262,-5.6146441195,-1.4098532244,-0.3989218149,2.4166226365,1.1283120811,-1.2904609825,1.0355226154,0.5653010882,1.5278394126,-0.245635242,-0.3353452038,-0.464063993,0.588940068,-0.620166273,1.0104033,-0.5948105475,-0.6374801373,0.3992361297,0.9255759928,-1.6232928207,-0.2450790122,0.6530637108,0.735678642,0.1287102338,1.196181449,0.5858069068
Turkey,-1.5893945119,6.1907264683,-1.9272523356,0.5277424766,-2.1910523105,-0.7029932404,-2.6094801747,1.5457703108,-0.5776721727,-1.3472382649,0.3241898502,-2.0371471786,0.1340761489,0.8645133173,0.4000584397,-0.7126495178,-0.4741965785,0.0499664997,-1.3847329766,1.0681304772,-0.9604817098,-0.3576275715,-1.065688525,-0.1965432404,-0.5162886456,-2.0664759004,-0.7635236496,-1.1786087179,-0.7248638465,0.670725362
Uganda,5.4848287762,-0.2849142345,0.995753993,2.2172973384,1.1998162244,-0.8472245424,-1.3210798113,1.2173911214,-0.0290317362,-0.7142223197,-0.9858121189,-0.1819628341,1.4736195344,0.9363794616,0.076379411,0.0938714409,1.2466793847,-0.858697888,0.7983540735,1.3021348045,0.1973331443,-0.1555012798,0.198487736,0.3634381856,-0.7730392237,0.5525690595,0.2360647075,0.3997697714,-0.0250232932,-0.2897427192
Ukraine,-0.7811593164,0.0778059919,-0.8865877757,1.1178922107,-1.3713135847,-1.8704051829,0.0850999278,-2.3848497321,-1.7011432446,0.6961616668,-0.8596339165,0.0234529033,1.2902313329,-0.2408805263,-1.1542330214,0.8432404235,1.0790587004,-0.4484229801,0.5259395876,0.7974479907,-0.7739503531,0.3173722358,0.5207817986,-0.9281069639,-0.5835128213,-0.0582846405,-0.3531240368,-0.7216919437,-0.053653303,0.2662778187
Uzbekistan,2.5347521549,6.606540928,0.6000637134,-0.9669407981,-1.5457894745,1.7452079454,3.8745968098,0.4040327789,0.5797534409,3.3995427403,-3.2569213727,0.9637370261,0.1557178446,1.4701964902,-0.2566621987,0.7301025359,-1.5916996766,0.6567972429,0.4508160938,0.2419091868,-0.1865497161,-0.0508441361,-0.4691308885,-1.0484755328,-1.8457412726,1.1976974013,-0.6244754402,0.0782119746,0.1437738562,1.3262629035
Vietnam,1.9056652354,4.3844980563,-2.4945206896,2.0402532585,0.8390087465,-0.6901802731,-0.1047806216,-2.1813582571,-1.8343219453,2.6781151416,3.5368186803,1.0430874409,-0.0464892214,1.1290638429,-1.2919497165,0.9848869253,-0.2077577468,1.1215232675,0.0767755905,-0.017515583,-0.3506865298,0.7581461998,0.3255697237,-0.9089516773,0.0309639644,-0.6377236909,0.121057687,1.1292527633,-1.3082032928,-0.3192123273
Zambia,6.2210319995,-1.0194473891,1.0068999423,1.2942260534,0.7797819489,-0.1860689417,-0.4616563906,1.2810526004,0.1345845145,0.0515080585,-0.6519185897,-0.761617174,0.3457930309,1.0968510762,1.1827961776,0.6259480062,0.3456185144,0.0600084566,-0.7727435749,0.6505745419,0.824911899,1.1031606239,-1.666435894,-0.8797864075,-0.4648065141,-0.6933888741,-1.386049496,1.7183225579,-0.0290748585,0.1685432717
Zimbabwe,5.8857224107,-0.9705480095,0.8566993059,2.3020882141,-0.1242208353,-0.7235532796,0.4326261972,1.897063944,-0.9351985046,1.1455063053,-1.4861118791,-0.5145829356,-0.8332973287,-1.4603877456,1.5454404068,0.5407735501,0.5189617131,-0.5748199538,-0.6807108548,-0.9928664733,0.1617344721,0.1672680579,-0.0416464834,0.8463569267,-1.166598451,-0.2193369665,-0.3948042653,0.3425208079,-0.4806336124,0.6983884114
Venezuela,2.7977252985,3.6914842251,-1.5759881235,2.3481243401,0.238550102,-0.4718377492,1.0797746403,-0.4399111549,0.3760964906,-0.4618771617,-2.7556294398,-2.0334918312,0.0633233124,0.8369374832,0.3266800883,-0.5156083394,0.7533255458,0.4740340431,0.5451361554,-1.0241715722,0.6392225821,0.7100605705,-0.2071500868,1.0569162506,0.2975946984,-0.4391547663,0.3733636598,-1.3317445351,-0.3569600126,0.8805015912
Yemen,8.1742037954,4.4503124702,3.6314928708,0.1066062274,-1.6992272162,0.6875545873,2.0777278327,-0.7025480364,1.6170899736,-1.9111064303,-0.7000434522,-0.931667848,-3.351812237,0.3017179896,-4.5928059816,-1.2623035339,-0.9163245778,3.1197836398,-0.8370965095,-1.4818986234,-1.7011544044,0.5493577037,-0.5476776767,0.3511774341,0.2497773386,-0.9102324879,-0.0318618094,-0.3934570188,-0.4777685678,-1.4434774996
Chile,-4.4345341384,-1.867620374,-0.1248477181,0.6584401286,-1.3027901946,-0.8674961533,-1.231711863,-0.1251057825,0.1081298665,-0.0770870715,0.6171114144,1.3794173692,0.9147723133,0.2632636127,-0.6176895305,0.6919642309,1.2159640226,0.1236720237,-0.1235250091,-0.9185118134,0.1266886529,0.2243134483,1.120992079,-0.369311841,-0.5541545009,-0.4038224812,-0.3710507389,0.2688711052,0.9081812118,-0.4971968607
Panama,-1.1306644222,-3.727101924,-0.6316701314,0.1619675169,-2.2928133469,-1.3498412887,0.2968727059,-0.8060116092,0.9085997022,0.4312724795,-0.0140964457,0.7698026744,-0.584714347,0.0448379429,0.0748027946,-0.9556114663,-0.5356033909,0.086539526,-0.0518195408,-1.6641438095,0.2798708858,-0.1780230544,-0.0669842411,-0.6261425787,0.8719241588,-0.1961509994,0.9674619315,0.3100797451,0.6936934376,-0.9251023199
Russia,-3.1256936612,4.7364488375,-0.6605205213,2.5839540995,-0.4289019742,0.4921048724,0.1568577077,-1.1809653617,-1.2018652537,-0.2524107895,-0.756322202,-0.5120955294,2.3258059184,0.1316999041,-1.5242456594,0.6171847351,1.934305545,-0.2104058686,-0.3394295286,0.2233542537,1.0286859595,1.2107481459,0.6330224567,-1.5845973953,0.7213088187,0.2261123949,1.1740052482,0.2868081723,0.0277765116,0.1179962608
Uruguay,-4.6756586146,-1.1321398731,-0.0932083053,1.6730358757,-0.5410229351,1.6482420729,0.6401147887,1.1297475632,-0.9824991345,0.5120311544,0.6872723636,1.4586917597,-0.7891657004,-2.2054889609,0.9549294645,-0.0029123523,0.4917417818,0.56152342,-0.167342726,-1.3038835339,-0.7902362602,0.5729732394,-0.1556621794,0.4515790911,0.8744322984,-0.3050632058,-0.5495761113,0.0970455803,0.6752712915,1.2079279655
Armenia,-1.6604885972,-2.0993405117,-1.2360649851,0.708731406,1.3851201187,0.2777000631,-1.5306471636,-0.6812388423,1.6040581227,1.8652691685,1.1295690771,0.1759884781,0.1535131891,-0.1655700808,0.4420906615,-1.0578760603,0.14870028,1.4990514286,-0.0079900206,-0.2341244197,-0.9719397424,0.3921970136,0.71263549,-0.2313501881,1.6768112738,-0.188229089,-0.3976127222,1.2234474755,-1.2668049839,-0.3219626157
Australia,-10.0899502453,0.3277150391,1.151135157,-0.9373599276,1.1499994889,0.5101619149,-1.2322883547,0.3030337141,-1.5011638043,0.2151771166,-0.0976589045,0.4803447011,-1.2204097094,-1.4839941406,-0.4631751811,-0.543984726,-0.7059246356,-0.7634219592,-0.1865142798,0.1491986344,0.5368633615,0.2736791998,0.5030908819,0.483578072,0.3441751999,-0.6073634273,-0.4467267785,-0.317621861,0.8422973646,-0.5859603902
Azerbaijan,3.2491546458,4.8537387463,-0.8879016064,2.9627058271,-3.4653563346,0.3407562852,1.2631552928,-0.9706997546,-1.0768332166,0.314411208,-0.8531321326,2.0395863752,0.0140731703,0.0343464816,2.1806859558,-2.0831470391,-0.3466041858,-0.3114535056,0.5779927648,-1.1780368234,-0.1309645259,-1.563488342,0.6159886588,-1.1735989426,-0.6690605074,-0.0482300614,-1.566432797,0.5281790084,-1.0054831032,-0.3013712029
Bahrain,-0.3681258781,7.6735379359,0.3275616434,1.1391977363,-0.0709494044,-0.3841018415,0.0731214814,-1.9206844539,1.5447062622,0.566927694,-0.2966047822,-0.7752237555,0.0052775275,-0.1688147533,1.0260154191,-1.0561585555,-1.5542320956,-0.4622034248,0.7883003943,-0.3910648957,1.3855248757,-0.7057403358,0.0229327053,2.0793258155,-0.1796978326,-0.4930721741,-0.7540598666,1.6361426145,-0.3136429432,0.66929943
Belarus,-2.2080670038,3.53045706,1.610090636,-0.2788697251,-2.1946174504,-0.4895057739,2.9717294826,-2.773836851,1.19553126,1.3735632732,1.5931622859,1.4830511322,-0.658381617,1.7211724761,1.6270495389,0.2688976535,1.9416218346,0.8401729562,-0.6433512901,0.9642245187,0.6251668347,1.0575745421,0.1495132073,1.3710912253,-0.4216245835,1.71193141,-1.6690180093,-0.5254613854,0.7605493766,-0.8696028063
Canada,-9.6496290454,-0.012105844,2.4786256504,1.21770076,1.3260601894,1.6563298518,-1.1835164526,-0.098862642,-1.9477050824,0.975181352,-0.6451452999,-0.0136157897,1.565223994,-0.0810080433,-0.0003592887,-2.3521680293,0.601539691,-0.3806207239,-0.7860174982,0.7866613037,-0.5196711011,1.0506862585,-0.8008518876,0.2208800248,2.3166230079,-0.6192398414,-0.5672508983,-0.3898673161,-0.4072217759,0.4665854796
Estonia,-9.9252252367,-0.170181438,1.7208753397,0.3694661331,-0.1107263291,0.167933883,-0.1587856792,1.9324630623,0.85970796,-0.5399770444,0.0076031191,-0.5092697394,-0.7350728189,0.0460412587,-0.9193519929,1.1834693771,0.7277902085,-0.0894402932,-0.7826933393,-0.6393274045,0.8892392196,0.0699209163,1.8240209312,-0.9609672494,-0.5491512668,1.396165202,0.2073112945,0.6300652886,-0.1332913717,0.0486810286
France,-8.089016065,0.2878119871,0.9619170631,0.334302885,-0.368951324,1.7780931744,-0.1958531153,0.4509067871,-0.8405205207,-0.3893143123,-0.6316551646,0.991890937,1.2002226436,-0.5177333925,-0.4708838546,-1.3238055099,1.1120413984,-0.3227963878,0.5573844241,0.5038596935,-0.8811943516,-0.3036710506,-0.8133032389,-0.0555500507,0.1337477255,0.9782194804,0.1119031386,-0.4848594418,0.5522158535,0.3057815226
Germany,-9.163235538,0.7188282007,1.6263754528,-0.2198971237,1.149381101,0.3908772561,0.1672364873,1.1551029765,-0.7030566446,-0.0487308194,-0.756376027,-0.6111293058,0.2709354596,-1.040884789,-1.1005572955,0.3322575236,-0.4142364229,0.293221209,-0.1455677924,-0.6642605804,-0.3289315655,-0.0723324105,-1.6425940893,0.3789335888,-0.1614000455,0.1339396024,-0.0440573162,-0.3194855844,0.535955892,-0.4460925936
Hungary,-5.5546867344,-1.3195129243,-1.3447337474,-0.1777051305,-2.3617381706,-0.8500352463,0.0314743849,1.3329781603,-1.2762452512,-0.2084556306,0.3667407844,-0.1472306787,1.2757981597,0.4415472337,-0.5160987759,-0.5034170788,1.5008142266,-0.7642042828,-0.8403576746,0.2789502462,-0.1338141751,-0.7417144072,1.0809869292,0.0162111622,-1.3232714511,-0.1426645047,0.1204551594,-1.1283238539,-0.5541474425,-0.5365914223
Italy,-6.2277101794,-1.3639496822,-0.3681424941,0.1876097123,-0.1279803013,0.2635161375,0.0847963946,0.0251375394,0.5772507926,-2.8584400048,-1.6422462039,-0.3210929415,0.9248381507,-0.1582313447,1.9334835822,0.0321382173,-1.4257687915,0.5138392956,-0.7822382474,-0.8343707381,-0.8952829371,0.0056821425,-0.7111804341,0.8736265559,0.0763278434,-1.0560114618,0.8070127024,-0.3201502874,-0.040086736,0.0753052304
Japan,-8.9440331041,0.0080217761,1.6631058492,0.1636162341,0.3382714862,1.934566413,0.6592218378,1.113483161,-0.878065108,0.8870897909,-0.6659793651,0.8048924042,0.3711370527,-1.3079819247,-1.2207608281,0.2194105146,-0.2153698025,0.2197025519,-0.919277157,0.7206478711,-0.2065352323,1.0988198971,-1.0083075745,0.9440753601,0.682646991,0.8269100595,0.8607224362,0.150991437,-0.0511244969,-0.8259926433
Saudi Arabia,-0.4522239069,8.8521850537,-1.5882508677,0.2913728406,-1.4957483854,0.4546709917,-0.8320844972,0.7550920628,1.1923611735,-0.6191652292,-0.4346433721,-0.8540351966,1.5997252735,-0.6087921273,-0.2678677763,0.1559926141,-1.5926526533,-0.3680181629,-0.3061370297,0.0719356463,2.0122560128,-0.2698464388,-0.124438812,1.0020254237,1.0422721015,-0.3613947191,0.8194587762,0.6916753997,0.1039292702,-1.1500792927
Singapore,-9.2582405534,6.785289638,0.5117690138,-1.1717381156,1.4693322468,-0.0263841011,-1.4095624773,1.530530799,1.4475854565,-1.151356471,-0.3303258629,2.5720775567,-1.9021635755,2.8405586477,-0.8404929279,0.5071660971,0.9789264607,1.1737681218,-2.1729173146,0.4591942336,1.5595471528,-0.0085907763,-1.058772896,-2.7457379736,-1.2291242972,-2.2177528711,1.4729682772,1.0688150799,1.42817969,0.59684627
South Korea,-8.4600554819,0.4660117755,1.8155168851,1.1121384019,-0.4787423795,1.8921381108,-0.724243443,0.2184878863,-0.5692847673,-1.4223525725,0.2332521664,1.6613432298,-1.7282650596,0.359995213,0.1563798436,-1.5055745447,-0.2400790101,-0.8832948277,-1.1572006862,1.1725452641,-0.5045368292,0.7742307982,0.2045451816,1.6404675744,-0.4299391781,-0.4542559919,-0.3163252595,0.0071275537,-0.6573433503,0.6429155365
Syria,3.5653497242,6.6027023823,0.3254096164,-4.1147374332,2.2623275011,-1.0260091792,2.672047511,3.3898459948,-1.5843262831,-1.0323234205,-2.7342932162,1.7176480657,-0.1665658739,-2.1204556187,-0.1714291915,-0.160700618,2.9110694307,0.070181246,2.0408334705,-1.9208363304,-0.3623000112,1.9073685462,0.7164377692,1.0362544176,1.7609293317,-1.2663039292,1.5867143849,1.9902545655,-0.5195316572,0.0079820688
United Arab Emirates,-4.1606474838,7.1614729608,-0.418577834,0.8256851221,-2.9303978822,0.9553649252,-0.5784103799,1.2240651843,0.0590561257,-1.9667827035,1.6358038395,-1.0586209804,-0.5581294143,-0.8280329541,-0.4445085384,1.492678729,-0.9600903918,-1.2942257234,1.3529103683,0.0184754527,0.6020266799,-1.0437616573,-0.0477866172,0.7147148122,0.1688476566,-0.9789438791,0.7241814321,0.8025521219,0.7109873005,-1.5959743735
United Kingdom,-9.1104591211,1.1962462092,2.0224114818,1.4295020824,-0.3268420581,0.7775986591,-0.3257076893,-0.5856911776,-0.1666613694,-0.6665906557,-0.302777037,0.2278159674,1.3565276722,-0.4539184983,0.0583800768,-1.0676102256,0.5222437034,-0.1463372419,1.0559775726,0.4918370697,0.4301589041,-0.3367557947,-1.0021959002,-0.0511978812,-0.0819852541,-0.5227065059,-0.2832912574,0.1964619933,-0.349481349,-0.1174446097
United States of America,-8.0217062492,0.9982760757,1.8422145059,1.286315323,-0.6833882933,0.7058814536,-1.5222339848,-0.577509632,-1.2179500709,1.5050753582,-1.4215102449,2.0023772643,2.0021235796,-2.149284673,-0.9540422532,-0.8100418091,1.1134945688,-0.1357596552,1.2280907303,0.4433672499,0.7117123347,0.6687681306,-1.117087367,-1.3734015894,0.4432292241,-0.552748483,-0.6990005516,-0.2412247828,0.5768146296,0.1188547433
Albania,0.0805192767,-2.3075823527,-1.8448345721,1.5316572608,-2.6777854783,-1.6496534602,-0.431033156,0.9798645246,-1.1257850673,0.7784170194,1.593581574,0.1521296718,-1.0805825315,1.4662838582,0.7355389497,-0.2820498424,-0.1384251167,0.0662717476,0.1622234101,0.383514539,0.0548602752,0.1811263797,-0.7032908334,-0.5937984115,0.7428788456,-0.0527931067,0.2134291923,0.0360890116,-1.24252929,1.1433257811
Austria,-8.9794040357,0.0198610643,0.9914227284,-0.1875891204,1.3760982857,1.2296529564,0.3814090653,-0.0084441562,-0.664404859,0.2545098718,-0.4066001305,0.0488268644,0.1640813194,-1.5758155641,-1.1419156984,0.3507242123,-0.2003811915,0.3125077796,-0.6936485636,0.2733392043,-0.6870806777,0.9262097781,0.4146726377,-0.4670347245,-0.249767309,0.3434686528,-0.0157661446,0.3697916497,-0.1235358635,0.5260453545
Belgium,-9.4345950574,-0.5188427249,1.0393580679,-0.7487771092,1.5402760597,0.8089886135,-0.9239435928,0.8595632141,-0.6556036899,0.407275024,-0.163267511,-0.526361456,-0.522951039,1.0222261531,0.6185835507,-0.5207359057,-0.623005079,-0.3826168353,-0.3459903264,-0.2265652661,-0.4395311079,-0.6675081836,0.1264388631,0.0234717561,0.6270217579,0.080501722,-0.3294232979,-0.4065740029,0.1128638443,0.077375569
Bosnia and Herzegovina,0.3540063302,-3.3106808758,-2.7667537234,-1.5197373623,1.1135299501,1.2235729256,2.3319433111,-1.4350536321,0.5581899773,1.2565222847,0.2335130184,-0.1728766093,-0.5809280808,0.3404941569,-0.7557033063,-1.004303969,0.5090166211,0.9275397418,-0.8241013199,0.2443944018,0.712180372,0.3788054147,0.5800753813,1.4651198668,-0.1084999616,-0.1419793376,0.1871416451,0.1033479441,-0.4036472354,-0.3627911696
Bulgaria,-3.4148242295,-3.046920323,-2.1742005229,-0.7025859551,-2.2569014875,-0.0286131196,1.6271493378,-1.0632268762,-0.9238908061,0.3953075091,0.558615248,0.4591201445,-0.7447244468,2.0312550444,0.0319063835,-0.4368247162,0.9368224203,-0.7639152797,1.1700681487,0.7312863128,0.3081697897,-0.2802749508,1.4266604493,-0.15224687,0.9209929874,0.1822735404,0.1966447333,0.1158054165,-0.8257925384,0.1575743034
Croatia,-5.3311511433,-0.77664804,-2.8550667158,-2.5324062215,0.7185137814,1.7098998558,3.1827783566,-0.2536287154,-0.8813085286,1.3868067947,-0.7885797606,-0.7583725828,0.0211568591,-0.2866208154,-1.0031475775,-0.1468081048,0.1476709786,0.6346954246,-0.2752844902,1.3506024406,-1.066905449,0.5703304216,-0.197901502,0.0478320851,-0.7904007074,-0.1879080503,-0.5871165064,-0.0905341854,-0.2105398261,0.0822281169
Cyprus,-6.0279174555,-1.9970569326,-0.1462290266,-0.01613091,0.3656979869,-0.6626699289,0.2443870035,0.7360548028,-0.8472395409,-0.2575340425,-1.0345325763,-1.3390036655,0.3930505006,1.2026266971,-0.1333698425,1.1426208122,-0.4035770502,0.5468022823,0.2760880399,-1.1509728248,-0.7877592604,-0.1761529258,0.1496696149,-0.6418579111,0.1610951512,1.8769236689,0.1408595514,-0.0773867016,0.9943969167,0.7089400309
Czechia,-5.9346726096,-2.8731462599,-1.7214443413,-2.624116124,-1.6843046891,0.317383118,1.3627700525,0.2112230543,-0.9170768535,-0.3151138321,1.1251910489,0.0701233332,0.8795504764,0.5153350441,-0.1758275138,0.9116842701,0.1623015374,0.2598912789,0.2958690496,1.2860562113,0.6864236492,-0.9951200074,-0.0422447278,0.6233308457,-0.4728930407,-0.5720914748,-0.4059643677,-0.5918681349,-1.0739240661,0.0074927554
Denmark,-10.3524548743,0.0208143856,2.4615331333,0.3126245547,0.6206377987,1.3286508161,-1.4485421928,0.5149087203,0.316855156,0.3788508796,0.257871579,-1.3820726832,-0.6145783844,1.4614491588,0.7933400729,0.7623595768,-0.0266717474,0.5050907825,-0.6556621445,-1.0747448797,0.8388224502,-1.0405769518,1.0975326341,-0.1068200258,-0.3536877726,-0.2252561756,-0.510734469,-0.061879746,-1.4474918873,-0.2884637203
Finland,-10.212161243,-1.4054183072,2.1200688015,-1.5393056174,-0.3734794815,-0.5937787527,-1.610353469,0.5703709075,0.1217025934,-0.0382205034,-0.8337688131,0.1030568674,0.8542244098,-0.1543864385,-0.2225241378,1.6118924671,-0.725186746,0.1662436958,0.7275229191,-0.7172273306,0.7466561353,-1.335889973,0.70260403,-0.7325237834,-0.4653682584,-1.050649463,-0.4020112546,-0.8978217413,-0.0437636073,-1.0667389236
Greece,-5.2373578122,0.0777699989,-1.2267319863,0.7115414013,0.229624905,1.1426629877,1.7049561729,2.3167345645,-0.3398845218,-1.3353720466,-1.1246546976,-1.6552946837,-1.6605131162,-0.1526959312,1.400895405,0.3973966726,-0.2897757994,0.9219164826,-1.9699929494,-1.0683464073,-0.5231470298,0.3357707983,-1.2396180374,0.0824204378,-0.8574335161,1.3742035319,0.8523623182,0.0744766828,-0.0648670168,1.0986170745
Hong Kong,-6.9912112166,1.977245923,2.6069233909,-0.5320491322,-0.3170993271,-3.4597955016,2.6600340289,-3.6577768734,3.0311763196,-0.2698129076,3.4832880697,-0.6792811197,-1.2417963497,-1.0424523407,0.7665202679,-1.4883853202,2.0229042259,-1.0513616767,1.2598917257,0.7028194704,1.5012561582,-1.0304131225,-1.6999604794,0.1234490583,-0.7636989753,-0.5425388367,0.2128705756,1.0273748654,0.663661676,0.3073786215
Iraq,4.7222857779,0.2139331348,1.9541653441,0.9495205727,-0.6515831892,-0.9562974403,0.6960843593,-1.7046733053,2.14280014,-0.4552806167,-2.6470066045,2.1406708275,0.659798167,-2.7400065054,-1.9448312329,-0.474144885,-1.1816297206,-1.1050125859,-2.3103827752,0.528832063,0.5662686809,-2.7289527359,0.7144733066,-0.2337983068,-0.5833422603,3.6399067997,-0.8024882321,0.9945199719,-0.4228598763,-0.2883963474
Ireland,-7.8050874289,-1.4911319154,0.4788478042,-0.5238754478,-0.7881844434,-0.1287016541,-0.4036309669,-2.0350262161,-0.4133716293,-0.0289217544,-1.3796243938,0.2698419151,1.9535600842,-0.4582028756,-0.7815331253,-0.2197064893,-0.3706172592,-0.1802785365,2.0092696765,0.558098709,-0.056135333,-0.9434727997,-0.3875174082,-1.3185871196,-0.8437344416,-0.4921527916,-0.8844374652,0.1856329224,0.5932770135,-0.7216393935
Israel,-5.9132536109,0.501436655,0.9690402072,2.8272199423,-2.1292216265,1.2680033259,-1.482299395,-1.3344178443,0.9759740373,-2.3884277967,-1.4855857842,1.9845682335,1.1448776625,0.0091752654,0.0106269965,-1.7801374668,1.2672809258,0.792439066,0.8635219253,-0.1451248614,-0.4894437093,0.223830393,0.9936843993,0.2534188664,-0.2069716709,-0.1696843178,-0.6699651848,1.232752622,-0.147838415,0.3533105887
