country,mobile_subs,internet_users,fixed_internet,mobile_broadband,nri_usage,mci_afford,mci_consumer,fixed_bb,hh_mobile,hh_computer,hh_internet,ind_computer,ind_mobile,internet_gender_gap,ind_internet,mobile_cell,fixed_tel,Cost_1_GB_Share_GNICM,access_a4ai,overall_a4ai,mobile_tariffs,handset_prices,taxation,inequality,smartphone_cost,prepaid_cost,postpaid_cost,fixed_bb_cost,arpu,wireless_market_share,bb_market_share,barrier_fam,barrier_nodocs,barrier_nofunds,barrier_noneed,barrier_relig,barrier_tooexpens,barrier_toofar,barrier_trust,v2smgovfilprc,v2smgovshut,v2smgovsm,v2smgovsmalt,v2smgovsmcenprc,v2smregcon,v2smdefabu,v2smarrest,v2x_civlib,v2x_clpol,v2x_clpriv,press_freedom,access_obstacles,content_limits,user_violations,fotn_total,v2smgovdom,v2smgovab,v2smpardom,v2smparab,v2smfordom,v2smforads,v2smprivcon,v2smgovsmmon,v2smprivex,v2smregcap,v2smregapp,v2smlawpr,v2smgovcapsec,v2smpolcap,itu_gci,ncsi,v2smgovfilcap,v2smgovshutcap,gov_support,stability_integrity,products_outlets,consumer_protection,infrastructure_eiu,overall_eiu,acct,borrow,dig_pay,mm,acct_gender_gap,borrow_gender_gap,dig_pay_gender_gap,mm_gender_gap,acct_wealth_gap,borrow_wealth_gap,dig_pay_wealth_gap,mm_wealth_gap,acct_age_gap,borrow_age_gap,dig_pay_age_gap,mm_age_gap,acct_ed_gap,borrow_ed_gap,dig_pay_ed_gap,mm_ed_gap,acct_rural_gap,borrow_rural_gap,dig_pay_rural_gap,mm_rural_gap,mci_infra,mci_infra_coverage,cov_2G,cov_3G,cov_4G,mci_infra_performance,download,upload,latency,mci_infra_enabling,elect,bandwidth_gsma,servers,tlds,ixps,mci_infra_spectrum,spectrum_dd,spectrum_low,spectrum_high,mmri,mmri_auth,mmri_consumer,mmri_transact,mmri_kyc,mmri_agent,mmri_infra,copy_paste,create_pres,install_soft,move_device,move_file,new_device,sent_email,use_spreadsheet,write_program,copy_paste_gender_gap,create_pres_gender_gap,install_soft_gender_gap,move_device_gender_gap,move_file_gender_gap,new_device_gender_gap,sent_email_gender_gap,use_spreadsheet_gender_gap,write_program_gender_gap,mci_content,ict_laws,nri_enviro,v2smonex,v2smonper,v2smmefra,v2smorgviol,v2smorgavgact,v2smorgelitact,v2smcamp,v2smpolsoc,v2smpolhate,open_data,open_gov,public_laws,right_to_info,civic_part,complaint,db_score,db_trade,db_startbiz,iipd,dtri,fiscal_market,establishment,data_restrictions,trading_restrictions,tert_enroll,mgmt_school,ed_quality,stem_quality,sec_enroll,adult_lit,knowledge_jobs,internet_schools,tech_abs,inno_capacity,pct_patents,b2b_use,b2c_use,staff_training,tech_avail,ict_vision,online_services,ict_promotion,ict_gov_efficiency,e_participaton,gov_procure,ws_PC1
Iran,87.7927311076041,39.35,9.46321650523685,10.709671498062,3.3019068632055073,62.43003388403944,69.72127413513567,11.9878978762249,95.8,74,79.6,48.5,80.7,0.10298102981029802,70.0045522180671,108.462393753912,37.2789803368178,NA,NA,NA,65.42116536034479,37.21545537312826,84.92251243442297,73.27272588556464,80.64176154,0.468169986,1.644398119,1.02061057,78.215,4924.5,6027.02,NA,NA,NA,NA,NA,NA,NA,NA,-2.566,-1.301,-2.68,-1.847,-2.687,-1.997,-3.115,-2.241,0.269,0.228,0.295,64.40836905,19,30,36,85,-2.156,-1.922,-1.691,-1.549,-1.41,-1.631,-1.05,-1.695,-1.746,0.911,-1.224,-1.824,0.371,-0.058,0.641,NA,1.643,0.234,NA,NA,NA,NA,NA,NA,0.9335627555847168,0.2780919075012207,0.8976847529411316,0.2629660964012146,0.04337649453692729,-0.018530007679727973,0.11246951661443089,0.28368354958692665,0.017927999450280705,0.2435800711661129,0.037372032973210886,0.3262970287853976,0.027395036550020364,0.4372527586850795,0.055126102570146066,-0.4275229082498698,0.04477844805368088,0.42408972104319004,0.07722289113270059,0.7264261858775098,-0.010766933476621738,0.03530450908005987,-0.012004925949084139,0.13665559871971755,57.25847257607572,85.06399750709534,96.49999737739563,89.99999761581421,74.40999746322632,47.365885812636705,35.05177974700928,33.87129465738932,73.17458303351152,63.85810858052939,100,47.9862290147717,62.841909949006116,57.802050113677986,6.096668913960457,23.789429320251145,0,38.888889948527016,45.7475752301307,NA,NA,NA,NA,NA,NA,NA,21.2,9.1,8.7,20,30,7,11.2,7,1.3,0.2109704641350211,0.18811881188118815,0.24242424242424246,0.2345132743362832,0.21194029850746274,0.31325301204819284,0.25000000000000006,0.27160493827160487,0.37500000000000006,54.616892750161846,3.381541933,3.852325115112495,-1.825,-2.046,-0.364,-1.77,1.158,0.91,1.103,-0.926,-0.786,21,0.35,0.4,0.46,0.25,0.28,58.54658,67.80443,66.1998,54.7,NA,NA,NA,NA,NA,65.95755,3.8898737891400756,3.2190412919298357,4.645100637477079,88.40664,86.84683,17.134569077604052,3.18762991582747,3.7310116704435297,3.579446081463382,0.10287582217415404,3.8859423226875656,3.654028441294206,3.2110435514427205,4.001732288790549,3.5740090307286034,0.37007,3.731069412391535,4.0756993392102725,0.29411,3.178290540708913,-3.267052790024828
Jamaica,107.383531088091,40.5,5.4148919712009,38.8264840003187,3.6052552090395014,45.25287177075039,71.7401192989681,9.70258415515357,94.3,36.4,52.9,31,82.6,-0.15039062499999992,55.0720670507751,101.026527106865,12.3965576399724,0.02,65.41,60.23,57.18097267728863,42.25599765777588,26.199812442064285,50.90909090909091,92.64737633,1.381961749,3.284558252,8.737946715,183.6,5722,4968.24,NA,NA,NA,NA,NA,NA,NA,NA,1.777,1.263,1.291,1.615,1.474,1.755,0.272,1.267,0.886,0.924,0.916,11.12505862,NA,NA,NA,NA,1.016,1.484,0.407,0.196,0.749,-0.221,0.6,0.677,-0.151,-1.268,1.666,1.425,0.373,-0.026,0.407,28.57,-1.608,-2.256,76,71,43,48,54,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.832260361785835,86.2559986114502,100,94.9999988079071,70.63999772071838,39.612936150957964,21.671860218048096,21.70965035756429,75.45729787726152,67.09520670229833,98.0777195515883,57.294268700177184,53.90592877751732,47.848366498947144,43.11831593513489,38.26269296301863,45.517238984351906,76.66666666666667,6.990291676362665,71.03602824580553,87.22314274191044,80,59.12723615488261,50,65,67.5,14,3.1,7.1,7.9,15.4,7.1,15.3,5.3,1,-0.40517241379310354,-0.5199999999999999,-0.04347826086956519,-0.13513513513513511,-0.33333333333333354,0.05479452054794513,-0.4677419354838709,-0.3043478260869566,0.18181818181818185,66.22395742577777,3.474058509,4.210054756101698,0.052,1.624,2.285,0.019,-0.311,-0.206,1.804,0.853,0.222,26,0.51,0.38,0.48,0.65,0.53,69.67997,97.37286,61.53564,42.07,NA,NA,NA,NA,NA,27.44476,4.531859016418457,3.668641885121663,3.5055397907892862,83.02466,88.69002,20.11474567562939,4.1509798208872475,4.749233910065715,4.157458877563476,0.5832370071371026,4.71697374979655,4.040442403157552,3.9854862292607627,5.185506550470988,3.9316451867421467,0.31496,4.0256623427073155,3.7291667620340982,0.19607,2.8766762574513756,1.6381356035603933
Jordan,147.803889024802,44,4.68743254328023,19.0568930973887,4.135853685835183,35.79894705252214,61.018416712947094,3.93154538570671,NA,NA,NA,NA,NA,NA,66.7903144326458,87.6214888476213,3.20150345428013,0.02,61.76,57.73,35.475825757691354,35.975209871927895,0,71.81818181818183,88.36053779,1.486304763,2.620373403,8.450704063,120,3574.72,4931.52,0.27955326437950134,0.14314277470111847,0.7544611692428589,0.030418122187256813,0.17677447199821472,0.3526135981082916,0.049535609781742096,0.15993742644786835,-1.05,-0.655,-0.521,-1.018,-1.489,-1.668,-1.081,-0.204,0.657,0.614,0.554,43.10740837,11,15,23,49,0.498,0.329,-0.153,0.319,0.279,0.117,0.571,-1.396,-0.626,0.233,-0.137,-0.23,1.217,-0.495,0.556,14.29,2.644,2.028,76,72,37,57,55,50,0.4208277761936188,0.1780327558517456,0.32532304525375366,0.010609684512019157,0.5206074486347791,0.306685414672233,0.53139016097828,0.9217695244590359,0.3178670353260063,0.19076097941325704,0.3896589973394761,1,0.5323092708415619,0.7686916113701876,0.5100999302054295,-0.23579906667829212,0.15804057522588721,0.16091253261140476,0.16771676185241838,1,-0.08316714040591795,-0.16193234510498197,-0.1154134790761843,0.22541459131805988,62.87466619740901,99.00000095367432,99.00000095367432,99.00000095367432,99.00000095367432,55.65158277924297,29.703450202941895,54.37283198038737,82.87846615439966,62.00113204919877,100,55.920551816500264,50.74988834749568,52.646679878234856,0,20.39482333847036,0,33.33333333333333,39.22330477658198,86.9629852393283,99.93269479679006,80,91.55451200194193,70,100,57.5,98.5,100,87,98.7,90.1,75.8,96.4,87.4,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.02050948097414,4.32642145,4.520999616951286,0.453,-1.37,1.271,-0.015,0.02,0.47,0.272,-0.192,1.225,NA,0.46,0.46,0.44,0.43,0.5,68.97453,84.5032,79.02821,34.18,NA,NA,NA,NA,NA,47.58631,4.40637407550564,4.438957401993987,4.195284832917251,84.29429,96.66592,NA,4.598740010447316,5.315252601023646,4.254527871639698,0.8126934984520124,4.995333357600423,4.669300284943024,4.317060875583005,5.121847431381028,4.509342807299131,0.51968,4.444340215410505,4.41435211293109,0.47058,3.668547740849582,-2.5620054174744453
Kazakhstan,172.191305313377,54.89,12.9343998312025,59.3952698394003,4.409933180288454,79.81481464907075,79.2454814175048,13.4440576217255,98,78.5,87.6,75.9,91.2,0.02624999999999993,78.9039190578816,141.968025752502,18.2913202666125,0,49.84,38.14,93.52894310999397,55.611348152160645,85.00000033527613,90.3636360168457,94.63248479,0.093307226,0.548367267,0.900414726,35.4748,3408.98,5013.46,0.3649536669254303,0.1119932234287262,0.34697166085243225,0.15398144721984863,0.036719128489494324,0.18347589671611786,0.12260095775127411,0.14871788024902344,-1.755,-2.165,-1.774,-0.324,-1.934,-1.368,-2.013,-1.716,0.472,0.336,0.533,52.81852061,12,24,26,62,-1.854,-1.115,-1.904,-0.25,-1.425,-2.057,-2.589,-1.303,-0.195,0.695,-2.445,-0.129,0.447,-0.392,0.778,19.48,1.996,1.009,NA,NA,NA,NA,NA,NA,0.5869753360748291,0.2820090353488922,0.5387411117553711,NA,-0.059605836964473406,0.11559227799809899,-0.07226779751290113,NA,0.25215737459252685,0.16197417833182257,0.271460448600801,NA,0.4420549334407551,0.389366842669731,0.4371384313896148,NA,0.5401990059134485,0.5572731967405262,0.5067789741186619,NA,0.033772273475570005,-0.011258681893967792,0.015237577246681335,NA,59.346347478589614,86.40400052070618,96.60000205039978,92.71000027656555,75,46.21399284106249,27.19050645828247,36.61508242289225,74.83638964201275,70.64448922302168,100,60.1224020912711,70.7902649059047,51.44799232482911,13.706891238689423,27.16025812727338,20.68965408379632,20.66666603088379,39.19023023825223,NA,NA,NA,NA,NA,NA,NA,13.8,18.2,15.6,17.4,25,13.7,47.5,34.4,4.8,0.06993006993006992,0.10416666666666667,0.2415730337078652,0.15789473684210525,0.06563706563706562,0.16666666666666666,0.07489878542510113,-0.0235294117647058,0.23636363636363633,51.00470890490156,4.552990859,4.27289027683491,0.153,-2.073,1.617,0.057,-0.059,-0.818,-2.429,1.509,1.208,NA,0.44,0.47,0.56,0.35,0.38,79.55915,94.42857,70.3578,49.14,NA,NA,NA,NA,NA,46.03991,3.74535733631679,3.691832957948957,4.072684846605573,109.1081,99.79017,32.33379226658577,4.881490748269217,4.36268233413337,3.9564223834446497,1.3641162375186342,4.771900899069649,4.679309776851109,3.9134859085083002,4.408805901663644,4.380465466635568,0.74803,4.647606999533517,4.7713700294494625,0.7647,3.4024276529039654,-0.16158693218831216
Kenya,73.8432480759004,43.4,0.185814423138991,9.09300447591643,3.6273290824628135,44.88396321372552,59.080404258229244,0.722863316901968,NA,6.6,30,9.5,68.2,NA,17.8271002088645,96.3202167473058,0.127730538454346,0.03,48.92,50,47.746876369823106,32.98111359278361,54.418737441301346,48.909093683416195,80.42641844,2.015337868,5.416056006,37.88029057,63.0733,5423.54,2644.04,0.12201755493879318,0.2952379286289215,0.8098979592323303,0.018201567232608795,0.03659094497561455,0.40382876992225647,0.333763062953949,0.22044529020786285,0.164,0.344,0.32,-0.393,-0.541,0.017,-1.659,-0.734,0.602,0.756,0.531,32.40910187,7,8,17,32,-1.061,-0.163,-0.635,-0.176,0.149,0.394,-1.117,-0.398,-1.175,-0.575,0.207,-0.137,-0.021,-0.843,0.748,38.96,0.913,0.059,86,68,51,55,50,54,0.5571795105934143,0.19238239526748657,0.7896280288696289,0.7293168306350708,0.2829340672971453,0.45285619918465553,0.1081494619164878,0.09777561679025298,0.45083589162416693,0.43111020745355,0.24096287305978345,0.27542766533596963,0.17962039625745632,0.3241720676656715,0.06600334756684934,0.05844275659660304,0.5415995984791218,0.6556103968922277,0.2892853449950944,0.3159641033798674,0.012183992569042892,0.0024778932973028907,0.0035341068980718248,0.004746767423679129,52.85706446477364,78.63999962806702,95.3000009059906,87.99999952316284,60.9499990940094,42.14568186921683,24.310405254364014,25.431286493937172,76.6953538593493,52.740156359602366,52.89920427792133,63.89015586726763,56.55782344371768,41.90530776977539,7.3600128293037415,30.36664371834011,41.37930816759264,29.166666666666668,16.893204884543106,79.23513340933532,96.34049529726465,100,49.71989880103957,70,75.83333333333333,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.485994961120106,4.015346776,3.8544669275102623,-0.557,-0.199,0.433,-0.749,-1.14,0.138,1.313,-0.924,-0.725,15,0.46,0.33,0.41,0.58,0.49,73.21648,82.72911,67.43698,34.14,NA,NA,NA,NA,NA,4.04682,4.350288099517471,4.328674110289543,3.9486010949183172,67.64039,77.96503,NA,3.8557182175772526,4.839741701452293,4.330897893554054,0.21756295678814083,5.097343385054769,4.736793306456184,4.229301649304579,5.05343555437255,4.829072421377155,0.42519,4.827980883549985,4.602088141770956,0.64705,3.7976947291106127,-3.0091836498002413
Kyrgyzstan,134.460868104352,28.3,4.15826446685031,68.5025906597582,3.2330257947106236,46.54123551737179,73.21629062487366,3.81013415228037,NA,NA,NA,NA,NA,NA,38,122.570117845251,5.25283033234296,0.03,NA,NA,33.43012867551861,16.351362069447838,71.12485021352768,86.90909125588158,NA,NA,NA,NA,NA,NA,NA,0.1742425262928009,0.20166324079036713,0.5076144337654114,0.08611686527729034,0.1062307208776474,0.22403362393379211,0.21477626264095306,0.2367154210805893,-0.204,0.782,0.966,0.947,0.062,-0.487,-0.799,1.018,0.748,0.811,0.713,29.91721354,10,10,18,38,-0.789,-0.053,-0.539,-0.402,-1.041,-1.285,0.474,0.321,-1.081,-0.435,-0.254,-0.912,-0.805,-1.21,0.254,19.48,-1.316,-0.424,NA,NA,NA,NA,NA,NA,0.3828316330909729,0.10215513408184052,0.36061131954193115,0.03106876276433468,0.018101265344568677,0.0036890661698219538,0.05857696492685206,0.294325407503441,0.11451778271432499,0.39511395580950287,0.2552773265846271,0.9259466971124717,0.43910749249595,0.7271112284278,0.341829843061292,-0.04860181598267702,0.47352276860159603,0.6509891289002196,0.43400505009453655,-0.10443300295041225,0.014187006420359563,-0.04695628264251482,0.03055022318809055,0.12080415277895601,55.10825084738119,69.80999946594238,99.04999732971191,75,50,44.23411326101649,24.53005075454712,33.23161760965983,74.94067141884251,68.25858177127034,99.99582663334688,59.64367418911907,54.63634808879269,37.70838379859924,39.75827097892761,36.21650337519731,20.68965408379632,20.66666603088379,65.06521666089203,74.61117894933113,66.66666666666667,80,74.07452632887419,60,100,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.123838528955446,3.009118842,3.7426207837222103,0.551,-0.331,0.457,0.749,0.025,-0.442,0.088,0.878,0.766,NA,0.5,0.42,0.56,0.57,0.46,67.82089,93.02397,74.72481,23.6,NA,NA,NA,NA,NA,47.33389,3.0549428950656545,3.0236742046144274,3.0477473368548385,90.78167,99.52097,17.883354323185827,3.90634229110949,3.946882660015607,3.637085757592712,0.13112805091265123,3.899552746493407,4.125805186984515,3.60762892817006,3.5804764027547353,3.1002997371885512,0.27559,3.211316208165101,3.170217894544505,0.41176,2.8002584845128684,-0.37363962491013875
Laos,66.9933325577907,14.26,0.163719749849799,6.53321145130226,2.89961760288926,48.135236275467,61.13611268716382,0.642624867468091,NA,NA,NA,NA,NA,NA,25.5104350823024,51.8633770383574,20.9909301229893,0.02,NA,NA,49.730122450626254,23.03421894709269,59.34784971177578,72.18181956898081,NA,NA,NA,NA,NA,NA,NA,0.16604618728160858,0.24020883440971375,0.7816762924194336,0.02380637638270855,0.03548120707273483,0.18361593782901764,0.3543865978717804,0.0659465417265892,-1.071,-0.413,-0.269,0.188,-0.953,-1.516,0.195,-1.476,0.144,0.059,0.199,64.49073961,NA,NA,NA,NA,0.168,0.437,0.762,0.376,1.618,0.629,-2.253,-1.256,-0.929,-1.091,0.315,-1.486,-1.485,-0.757,0.195,16.88,-0.91,0.007,NA,NA,NA,NA,NA,NA,0.2905641794204712,0.08638475090265274,0.1334751546382904,NA,-0.22049116310831085,0.21065258448573487,-0.23551296567818045,NA,0.5278934267006237,0.19701224416219967,0.6810864251182813,NA,0.2434989970638026,0.5970290740455533,0.16306139306735257,NA,0.4713675344837273,0.12365227824544005,0.5758531374856601,NA,0.22899000340112471,-0.06539021326308081,0.313127095621637,NA,43.57448922049923,56.676000356674194,98.00000190734863,83.6899995803833,9.000000357627869,40.23449694204051,20.25815486907959,25.12239774068197,75.32293821635999,54.00119792043848,86.18637688883062,49.54858526223608,38.283301024012964,51.18739604949951,17.957189679145813,18.50550223398562,0,29.833332697550457,35.82524484135865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.047621979537098,3.363503513,3.7733999196814576,-1.929,-3.558,2.734,1.342,-2.747,-0.896,-1.611,2.755,1.446,NA,NA,NA,NA,NA,NA,50.82456,62.66424,78.11937,29.42,NA,NA,NA,NA,NA,17.29194,3.8696660236308444,3.758818228464377,3.6192343639700035,57.23597,79.8604,NA,3.5674834856861515,4.304864434457024,3.7448632729680913,0.1625299213363625,4.310064113453814,4.020101888869938,4.029746811797744,3.9440131152931013,3.9317679530695866,0.14173,4.054131902989588,3.784991793099202,0.19607,3.138903314188907,-0.3075125203559413
Lebanon,88.3477845166066,74.7,22.7981998882784,53.5113777644961,3.7797011573592942,54.43904120158968,63.75368206866748,0.136965172504683,NA,NA,NA,NA,NA,NA,78.1807748907671,64.4980587246013,13.0263282195781,0.03,NA,NA,45.91589354505442,40.850607554117836,87.49999981373549,54.54545454545454,NA,NA,NA,NA,NA,NA,NA,0.32597318291664124,0.003631474217399955,0.539828896522522,0.05216202512383461,0.028505103662610054,0.2026546448469162,0.008065733127295971,0.13182464241981506,-0.113,-0.39,-0.856,-0.998,-1.427,-0.69,-0.866,-1.128,0.678,0.71,0.697,32.44340251,13,12,22,47,-0.17,-0.347,-1.507,-1.35,-1.425,-1.672,-1.578,-1.057,-1.53,-0.598,-0.252,-0.64,0.55,0.165,0.186,NA,1.8,0.957,25,53,49,45,39,33,0.44751423597335815,0.2262057214975357,0.33086010813713074,NA,0.4195530577649019,0.3753868918832657,0.4335392107289279,NA,0.45276662403750234,0.38091073211726184,0.6029410779112744,NA,0.4959930009871774,0.6107177936907615,0.5007682278925165,NA,0.38946679780013116,0.43940386072702153,0.5222361332462678,NA,0.007875154684116753,0.08452868430620018,0.023928502553139247,NA,67.49503381267844,97.45999932289124,99.29999709129333,99.00000095367432,94.9999988079071,52.07398660001699,41.009483337402344,35.359741846720375,79.85273461592824,67.93894951457276,100,57.09008470480131,55.698427767328,56.12354755401612,41.0239577293396,45.23524066445712,62.06896225138896,41.66666666666667,25.631069479996437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.290562701944395,2.383388106,3.793211113600787,1.723,0.534,-0.499,-1.162,2.129,1.871,1.9,-1.433,-0.317,NA,0.45,0.36,0.38,0.6,0.46,54.3316,78.17714,57.89675,42.08,NA,NA,NA,NA,NA,42.77283,5.473314528031783,4.850717085058039,5.628471177997011,68.20027,93.94225,31.849070100143056,3.9352472045204854,4.308996036264386,4.304062620798747,1.4772864871163773,3.980071160287568,3.5451382478078206,3.5798328428557427,4.385038289156827,2.7192305449283483,0.35433,2.7202480041619506,2.9836778062762637,0.29411,2.581191911119403,-1.4597891784869925
Lesotho,85.0224861752811,11,0.0716086828626882,25.4504982333823,2.700475342510982,38.096548580536336,64.11472945023455,0.273344564982299,NA,NA,NA,NA,NA,NA,29,NA,0.395004951791182,0.05,NA,NA,27.801364311064134,18.968288103739418,85.9646251425147,34.36363913796164,NA,NA,NA,NA,NA,NA,NA,0.16136696934700012,0.330874502658844,0.6399219632148743,0.004693407565355301,0.10238748788833618,0.35221385955810547,0.2516128420829773,0.16389089822769165,0.081,0.177,0.164,-0.277,-0.36,-0.024,0.055,-0.729,0.724,0.796,0.763,29.73585954,NA,NA,NA,NA,0.017,0.044,-0.208,-0.612,0.935,-0.217,0.403,0.286,0.842,-0.444,0.728,-0.552,-0.671,-1.856,0.051,NA,-0.836,-1.032,NA,NA,NA,NA,NA,NA,0.33321478962898254,0.05573856085538864,0.37814658880233765,0.27641841769218445,0.019318032397866232,0.22576751473163106,-0.14965618969776517,-0.2686220754837108,0.42212062857121613,0.38233304292905984,0.4901685292678492,0.5610766681092189,0.2915409606941053,0.43157581771328274,0.1564566093492353,0.12695728028453207,0.40431849623884425,0.6391830016459674,0.5254343156957557,0.609831271096812,0.016566207544643587,-0.013160626180390779,0.016399739795755115,0.024558323754782042,57.18834502090536,89.4379997253418,98.6299991607666,99.97000098228455,74.30999875068665,45.39744094101309,27.981855869293216,26.6471799214681,81.56328703227797,41.572081327877356,24.781430257977142,37.74136619897,42.717474635977396,31.349665224552155,100,42.11648277711708,41.37930816759264,57.333335876464844,34.36893407544977,83.62074066523928,92.19863663819139,80,74.7409978252124,80,100,57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.761112117965265,3.533690774,3.9278178673988773,-0.665,-0.459,-0.139,-0.703,0.633,1.099,0.922,-1.391,0.229,16,NA,NA,NA,NA,NA,59.4294,88.24301,91.85633,13.44,NA,NA,NA,NA,NA,9.8422,3.6337326956319282,4.170909841768034,3.3730653967176165,52.17121,79.36094,6.767039015703415,3.422166324971797,3.5363455539642414,3.677196011831472,0,3.3570846739706104,3.2987026396688526,3.9138633526288547,3.5961087551745736,3.3104545277553603,0.15748,3.485586748804365,3.4346096046678314,0.13725,3.414611114905431,-2.20402713658499
Liberia,73.3534491444261,5.41,0.13646061644264,7.63199209984005,2.6320589153835194,36.27286451987244,46.60615253006313,NA,NA,NA,NA,NA,NA,NA,7.98447972152267,NA,NA,0.17,22.07,21.06,21.324356396993,13.345305124918616,61.541649885475636,67.81818043101917,31.17124539,15.78947368,6.486486486,8.685798253,37.2,4369.05,6179.38,0.04714157059788704,0.2722436785697937,0.8517594933509827,0.013669338077306747,0.0463724359869957,0.24717344343662262,0.26779040694236755,0.12021270394325256,1.398,1.381,1.319,0.716,1.549,0.415,0.36,-0.935,0.875,0.887,0.89,31.4941287,NA,NA,NA,NA,-0.184,0.845,0.52,0.532,0.977,0.607,0.728,1.007,0.071,-2.005,1.252,-0.464,-1.369,-1.191,0.206,NA,-1.034,0.112,NA,NA,NA,NA,NA,NA,0.2158343642950058,0.08089665323495865,0.2763177752494812,0.20843392610549927,0.5199251917201448,0.19460727847600115,0.35419152685376887,0.21876905618551365,0.5295331975309999,0.2218751877997872,0.35058414522707937,0.2941667946784528,0.22373561921260995,0.3316565066900863,-0.10325083442105229,-0.19847021436241416,0.600159114473224,0.06924067576922253,0.6046968738992659,0.5407401581571797,0.11985958133299145,0.106331367459141,0.06607309609061394,0.017677021145052204,36.751820830660506,59.97599959373474,75.99999904632568,62.99999952316284,48.93999993801117,37.446979472511686,17.95332431793213,23.22373390197754,71.1638801976254,23.805161291849263,14.148095070211147,35.45830005506267,21.16015674844868,25.833476781845093,25.751957297325134,13.819474262083618,0,25.205151240030926,25.08126861164981,78.83355276206004,88.9628095607904,80,37.63139929215283,80,100,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.087210903074,3.1875,3.6165735247972113,-0.907,0.712,0.66,1.532,-1.542,-1.342,0.381,-0.949,0.835,NA,0.48,0.35,0.44,0.66,0.47,43.22747,88.93865,19.17506,4.43,NA,NA,NA,NA,NA,11.63857,3.177215099334717,3.472222328186035,3.538461446762085,37.87348,47.60013,9.349220898258478,3.0379745960235596,3.7549434918918916,3.653846263885498,0,3.8589744567871094,3.549999952316284,3.8987340927124023,3.2278480529785156,3.2911391258239746,0.07874,3.8125,3.316455602645874,0.11764,3.799999952316284,-2.0695309783119904
Libya,NA,NA,NA,NA,NA,47.55254789735332,65.46760204678057,NA,NA,NA,NA,NA,NA,NA,21.7589206159252,NA,NA,0.02,NA,NA,50.65095819608129,40.98048210144043,43.713583052158356,56.60199598832564,NA,NA,NA,NA,NA,NA,NA,0.4441324472427368,0.3570472300052643,0.6000808477401733,0.029083944857120514,0.15045535564422607,0.409471720457077,0.1675117462873459,0.33829715847969055,0.399,-0.636,-0.508,-0.752,-0.093,-0.345,-0.04,-0.223,0.3,0.551,0.205,55.76504255,17,11,23,51,-0.703,-0.734,-0.97,-0.595,-1.919,-1.525,-2.741,0.129,-1.521,-1.738,-0.165,-1.65,-1.773,-0.662,0.206,NA,-1.122,-1.52,NA,NA,NA,NA,NA,NA,0.6566752195358276,0.08384577184915543,0.3184831738471985,NA,0.15656590611976726,0.7632108647022716,0.2851408685019835,NA,0.1743337002029028,0.4431657080196299,0.25885482591053577,NA,0.2537610192944082,-0.5167921263025758,0.26422192980335807,NA,0.41324763069400366,0.5228107053420231,0.4798926076649469,NA,-0.09366950641280139,0.1791082826998569,0.0070863092781730105,NA,49.768544460992686,72.19199895858765,78.07999849319458,78.07999849319458,63.359999656677246,29.431064860862595,12.170511484146118,9.392087459564209,66.73059563887746,62.15269393902672,98.43360727228337,39.447855075568626,69.29418411557039,48.55056166648865,0,34.25543263676133,27.586204787355367,27.111110687255856,46.91262384285781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.38700900501848,NA,NA,-0.09,-0.424,-0.66,-2.799,0.558,0.417,0.292,-1.318,-0.97,NA,NA,NA,NA,NA,NA,32.68552,73.14735,64.65713,6.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5166794383490443
